
index,JNAME,P0,P1,F0,F1,DM,
1417,J1624+8643,0.395763,2.55e-16,2.526765,-1.625e-15,46.55,
1418,J1624-39,0.002960,,337.837838,,77.50,
1419,J1624-4041,0.167861,4.72e-15,5.957305,-1.677e-13,,
1420,J1624-4411,0.233165,7.99e-16,4.288817,-1.470e-14,140.66,
1421,J1624-4613,0.871243,6.07e-17,1.147786,-8.000e-17,224.20,
1422,J1624-4721,0.448723,4.15e-15,2.228545,-2.060e-14,364.00,
1423,J1625-0021,0.002834,2.13e-20,352.906233,-2.656e-15,16.50,
1424,J1625-4048,2.355278,4.43e-16,0.424578,-7.986e-17,145.00,
1425,J1625-4904,0.460339,1.68e-14,2.172310,-7.910e-14,684.80,
1426,J1625-4913,0.355856,6.65e-15,2.810123,-5.249e-14,720.00,
1427,J1626-44,0.308354,,3.243030,,269.20,
1428,J1626-4537,0.370147,8.29e-15,2.701632,-6.054e-14,236.58,
1429,J1626-4807,0.293928,1.75e-14,3.402192,-2.023e-13,817.00,
1430,J1626-6621,0.450868,7.66e-16,2.217945,-3.770e-15,84.11,
1431,J1627+1419,0.490857,3.93e-16,2.037254,-1.631e-15,32.17,
1432,J1627+3219,0.002183,5.48e-21,458.120078,-1.150e-15,,
1433,J1627-4706,0.140746,1.73e-15,7.105007,-8.736e-14,456.10,
1434,J1627-4845,0.612331,3.64e-15,1.633105,-9.711e-15,557.80,
1435,J1627-49,0.623678,,1.603391,,594.00,
1436,J1627-51,0.439684,,2.274361,,201.00,
1437,J1627-5547,0.352465,7.36e-16,2.837163,-5.924e-15,165.54,
1438,J1627-5936,0.354234,7.83e-18,2.822993,-6.240e-17,99.45,
1439,J1628+4406,0.181178,1.94e-17,5.519419,-5.903e-16,7.33,
1440,J1628-3205,0.003212,1.20e-20,311.374349,-1.159e-15,42.15,
1441,J1628-46,0.449439,,2.224997,,513.00,
1442,J1628-4804,0.865971,1.24e-15,1.154773,-1.660e-15,952.00,
1443,J1628-4828,4.137539,1.75e-14,0.241690,-1.024e-15,1209.00,
1444,J1629+33,1.525000,,0.655738,,35.00,
1445,J1629+4636,0.314056,8.51e-17,3.184144,-8.628e-16,34.80,
1446,J1629-3636,2.988193,7.00e-15,0.334650,-7.839e-16,101.00,
1447,J1629-3825,0.526365,4.44e-16,1.899823,-1.604e-15,127.69,
1448,J1629-6902,0.006001,1.00e-20,166.649906,-2.777e-16,29.49,
1449,J1630+3550,0.003229,2.26e-20,309.678410,-2.163e-15,17.45,
1450,J1630+3734,0.003318,1.07e-20,301.376188,-9.709e-16,14.18,
1451,J1630-2609,1.912420,1.57e-15,0.522898,-4.294e-16,76.60,
1452,J1630-4719,0.559081,1.42e-14,1.788649,-4.553e-14,487.95,
1453,J1630-4733,0.575971,2.23e-14,1.736197,-6.718e-14,509.30,
1454,J1631+1252,0.310186,4.03e-17,3.223873,-4.187e-16,32.59,
1455,J1631-1612,0.677684,1.10e-15,1.475614,-2.386e-15,33.77,
1456,J1631-4155,0.551241,8.81e-18,1.814088,-2.900e-17,235.00,
1457,J1631-47,1.103326,,0.906350,,756.00,
1458,J1631-4722,0.118719,5.56e-14,8.423233,-3.945e-12,873.75,
1459,J1632-1013,0.717637,6.60e-17,1.393462,-1.282e-16,89.90,
1460,J1632-4509,1.046810,1.49e-14,0.955283,-1.358e-14,412.00,
1461,J1632-4621,1.709208,7.59e-14,0.585066,-2.599e-14,562.00,
1462,J1632-4757,0.228569,1.51e-14,4.375053,-2.885e-13,574.20,
1463,J1632-4818,0.813672,6.49e-13,1.228996,-9.807e-13,758.00,
1464,J1632-49,0.416836,,2.399023,,814.00,
1465,J1633-2009,0.935557,1.07e-15,1.068882,-1.222e-15,48.19,
1466,J1633-4453,0.436507,6.20e-15,2.290916,-3.255e-14,472.22,
1467,J1633-4805,0.710830,7.69e-14,1.406806,-1.522e-13,1120.00,
1468,J1633-4859,2.514780,,0.397649,,1020.00,
1469,J1633-5015,0.352145,3.79e-15,2.839736,-3.055e-14,399.00,
1470,J1634+02,0.002120,,471.698113,,,
1471,J1634-4229,2.015263,8.01e-15,0.496213,-1.972e-15,337.90,
1472,J1634-49,0.684936,,1.459989,,465.00,
1473,J1634-495,0.356715,,2.803355,,465.00,
1474,J1634-5107,0.507356,1.57e-15,1.971003,-6.117e-15,373.00,
1475,J1634-5640,0.224201,4.16e-17,4.460279,-8.276e-16,147.76,
1476,J1635+2332,1.208694,8.63e-16,0.827339,-5.907e-16,37.57,
1477,J1635+2418,0.490507,1.19e-16,2.038709,-4.959e-16,24.27,
1478,J1635-1511,1.179387,2.32e-16,0.847898,-1.668e-16,54.00,
1479,J1635-4513,1.594746,3.60e-15,0.627059,-1.416e-15,416.00,
1480,J1635-46,1.488903,,0.671635,,549.00,
1481,J1635-47,0.504831,,1.980862,,872.00,
1482,J1635-4735,2.594578,,0.385419,,,
1483,J1635-4944,0.671964,8.79e-15,1.488175,-1.947e-14,474.00,
1484,J1635-5954,0.529123,1.36e-15,1.889919,-4.867e-15,134.53,
1485,J1636-2614,0.510454,4.06e-15,1.959041,-1.557e-14,92.72,
1486,J1636-4217,0.555086,,1.801523,,345.00,
1487,J1636-4440,0.206649,4.67e-14,4.839135,-1.094e-12,449.00,
1488,J1636-4803,1.204644,2.07e-14,0.830121,-1.427e-14,503.00,
1489,J1636-4933,0.430367,1.51e-15,2.323601,-8.131e-15,542.70,
1490,J1636-51,0.340106,,2.940256,,312.60,
1491,J1637-4335,0.771367,3.62e-15,1.296401,-6.084e-15,608.00,
1492,J1637-4450,0.252870,5.74e-16,3.954599,-8.969e-15,468.57,
1493,J1637-4553,0.118774,3.19e-15,8.419320,-2.260e-13,193.66,
1494,J1637-46,0.493091,,2.028023,,660.40,
1495,J1637-4642,0.154066,5.94e-14,6.490707,-2.504e-12,419.50,
1496,J1637-4721,1.165741,4.44e-15,0.857823,-3.267e-15,448.00,
1497,J1637-4816,0.837365,5.83e-15,1.194222,-8.320e-15,738.00,
1498,J1638+4005,0.767720,1.83e-16,1.302558,-3.105e-16,33.42,
1499,J1638-35,0.705000,,1.418440,,115.10,
1500,J1638-3815,0.698261,7.71e-17,1.432130,-1.581e-16,239.17,
1501,J1638-3951,0.771130,5.90e-16,1.296798,-9.922e-16,249.00,
1502,J1638-4233,0.510929,1.01e-14,1.957218,-3.864e-14,406.00,
1503,J1638-4344,1.121944,2.50e-17,0.891310,-1.986e-17,237.00,
1504,J1638-44,0.568057,,1.760388,,494.00,
1505,J1638-4417,0.117803,1.61e-15,8.488780,-1.157e-13,436.13,
1506,J1638-4608,0.278155,5.15e-14,3.595121,-6.654e-13,423.10,
1507,J1638-47,0.426668,,2.343743,,1374.00,
1508,J1638-4713,0.065740,4.41e-14,15.211439,-1.020e-11,1533.00,
1509,J1638-4725,0.763933,4.79e-15,1.309014,-8.200e-15,552.10,
1510,J1638-5226,0.340504,2.65e-15,2.936820,-2.282e-14,168.87,
1511,J1639-1126,1.430695,2.42e-15,0.698961,-1.183e-15,103.80,
1512,J1639-4359,0.587559,1.50e-17,1.701957,-4.345e-17,258.90,
1513,J1639-46,0.519137,,1.926276,,917.00,
1514,J1639-4604,0.529121,5.77e-15,1.889926,-2.061e-14,257.36,
1515,J1640+2224,0.003163,2.82e-21,316.123984,-2.815e-16,18.43,
1516,J1640-4631,0.206443,9.76e-13,4.843951,-2.290e-11,,
1517,J1640-4648,0.178352,8.06e-16,5.606888,-2.534e-14,474.00,
1518,J1640-4715,0.517445,4.21e-14,1.932574,-1.573e-13,586.32,
1519,J1640-4951,0.739099,3.34e-16,1.352999,-6.114e-16,407.40,
1520,J1641+3627A,0.010378,-7.27e-20,96.362235,6.750e-16,30.44,
1521,J1641+3627B,0.003528,-1.49e-22,283.440943,1.200e-17,29.45,
1522,J1641+3627C,0.003722,1.23e-21,268.666866,-8.900e-17,30.13,
1523,J1641+3627D,0.003118,-2.35e-20,320.688696,2.420e-15,30.45,
1524,J1641+3627E,0.002487,1.74e-20,402.093702,-2.820e-15,30.54,
1525,J1641+3627F,0.003004,1.40e-20,332.944805,-1.550e-15,30.37,
1526,J1641+3627I,0.006375,2.27e-18,156.858385,-5.575e-14,29.58,
1527,J1641+8049,0.002021,9.79e-21,494.760636,-2.396e-15,31.09,
1528,J1641-2347,1.091008,4.11e-17,0.916583,-3.453e-17,27.70,
1529,J1641-49,0.795190,,1.257561,,578.00,
1530,J1641-5317,0.175106,3.70e-15,5.710818,-1.207e-13,,
1531,J1643+1338,1.099047,7.78e-16,0.909879,-6.441e-16,35.82,
1532,J1643-10,,,,,75.85,
1533,J1643-1224,0.004622,1.85e-20,216.373337,-8.644e-16,62.40,
1534,J1643-4505,0.237390,3.18e-14,4.212470,-5.647e-13,478.60,
1535,J1643-4522,1.347899,8.28e-15,0.741895,-4.559e-15,482.00,
1536,J1643-4550,0.717528,3.00e-14,1.393674,-5.826e-14,450.18,
1537,J1644-33,0.397000,,2.518892,,130.30,
1538,J1644-44,0.173911,,5.750081,,535.10,
1539,J1644-4559,0.455078,2.01e-14,2.197425,-9.700e-14,478.66,
1540,J1644-46,0.250941,,3.985007,,405.80,
1541,J1644-4657,0.125962,7.50e-16,7.938888,-4.727e-14,718.00,
1542,J1645+1012,0.410861,8.13e-17,2.433915,-4.816e-16,36.17,
1543,J1645-0317,0.387692,1.78e-15,2.579369,-1.185e-14,35.76,
1544,J1645-4836,1.660080,,0.602381,,687.00,
1545,J1646-1910,4.817736,1.00e-14,0.207566,-4.320e-16,55.00,
1546,J1646-2142,0.005853,8.31e-21,170.849406,-2.425e-16,29.74,
1547,J1646-4308,0.840680,1.10e-16,1.189513,-1.556e-16,595.00,
1548,J1646-4346,0.231603,1.13e-13,4.317727,-2.102e-12,490.40,
1549,J1646-4406,,,,,74.00,
1550,J1646-4545,0.431784,2.78e-16,2.315974,-1.490e-15,1029.00,
1551,J1646-5123,0.530075,2.10e-15,1.886525,-7.470e-15,279.00,
1552,J1646-6831,1.785614,1.70e-15,0.560032,-5.337e-16,41.92,
1553,J1647+6608,1.599798,7.84e-15,0.625079,-3.063e-15,22.55,
1554,J1647+6609,1.599799,7.85e-15,0.625078,-3.066e-15,22.55,
1555,J1647-3607,0.212316,1.29e-16,4.709952,-2.862e-15,228.50,
1556,J1647-4552,10.610656,8.33e-13,0.094245,-7.400e-15,,
1557,J1647-49,0.247528,,4.039949,,515.00,
1558,J1648-3256,0.719458,3.52e-15,1.389936,-6.803e-15,128.28,
1559,J1648-4458,0.629632,1.85e-15,1.588230,-4.677e-15,925.00,
1560,J1648-4611,0.164966,2.37e-14,6.061859,-8.722e-13,393.20,
1561,J1648-6044,0.583765,4.33e-16,1.713018,-1.272e-15,106.26,
1562,J1649+2533,1.015257,5.59e-16,0.984972,-5.427e-16,34.46,
1563,J1649-3012,0.003424,1.33e-20,292.020000,-1.130e-15,,
1564,J1649-3752,0.587242,,1.702875,,222.90,
1565,J1649-3805,0.262026,3.57e-17,3.816419,-5.203e-16,214.40,
1566,J1649-3935,0.770910,3.91e-17,1.297169,-6.579e-17,290.00,
1567,J1649-4230,0.676410,,1.478393,,374.00,
1568,J1649-4349,0.870712,4.66e-17,1.148486,-6.150e-17,396.00,
1569,J1649-4653,0.557036,4.96e-14,1.795215,-1.598e-13,331.00,
1570,J1649-4729,0.297692,6.55e-15,3.359174,-7.391e-14,540.20,
1571,J1649-5553,0.613571,1.70e-15,1.629804,-4.510e-15,180.40,
1572,J1650-1654,1.749554,3.20e-15,0.571574,-1.046e-15,43.03,
1573,J1650-4126,0.308918,2.00e-17,3.237108,-2.096e-16,251.47,
1574,J1650-4341,0.309398,1.67e-17,3.232079,-1.743e-16,672.80,
1575,J1650-4502,0.380870,1.61e-14,2.625569,-1.107e-13,320.20,
1576,J1650-4601,0.127123,1.51e-14,7.866404,-9.372e-13,,
1577,J1650-4921,0.156400,1.82e-15,6.393873,-7.434e-14,228.37,
1578,J1650-5025,0.059676,,16.757231,,213.50,
1579,J1651+14,0.828000,,1.207729,,48.00,
1580,J1651-1709,0.973396,3.04e-15,1.027331,-3.206e-15,33.60,
1581,J1651-4246,0.844081,4.83e-15,1.184720,-6.786e-15,483.24,
1582,J1651-4519,0.517443,8.19e-15,1.932579,-3.059e-14,562.00,
1583,J1651-46,0.569352,,1.756384,,487.00,
1584,J1651-5222,0.635058,1.81e-15,1.574658,-4.490e-15,178.25,
1585,J1651-5255,0.890537,2.12e-15,1.122919,-2.668e-15,164.00,
1586,J1651-7642,1.755312,1.36e-15,0.569699,-4.414e-16,59.85,
1587,J1652+2651,0.915803,6.54e-16,1.091937,-7.794e-16,40.80,
1588,J1652-1400,0.305447,1.73e-17,3.273890,-1.857e-16,47.11,
1589,J1652-2404,1.703739,3.16e-15,0.586944,-1.088e-15,68.41,
1590,J1652-4237,0.496548,,2.013904,,943.00,
1591,J1652-4406,7.707183,9.50e-15,0.129749,-1.599e-16,786.00,
1592,J1652-4838,0.003785,,264.192151,,188.16,
1593,J1652-5154,0.599681,,1.667553,,265.80,
1594,J1653-0158,0.001968,2.40e-21,508.212195,-6.204e-16,,
1595,J1653-2054,0.004129,1.12e-20,242.180871,-6.551e-16,56.52,
1596,J1653-3838,0.305040,2.79e-15,3.278259,-2.998e-14,206.52,
1597,J1653-4030,1.019372,4.36e-16,0.980997,-4.200e-16,425.00,
1598,J1653-4105,0.498978,5.41e-17,2.004096,-2.173e-16,419.40,
1599,J1653-4249,0.612558,4.81e-15,1.632498,-1.283e-14,416.10,
1600,J1653-4315,0.419280,1.50e-17,2.385042,-8.533e-17,337.00,
1601,J1653-45,0.950977,,1.051550,,207.00,
1602,J1653-4854,3.059510,3.45e-15,0.326850,-3.686e-16,354.00,
1603,J1654-23,0.545360,,1.833652,,75.00,
1604,J1654-26,1.623730,,0.615866,,103.30,
1605,J1654-2713,0.791822,1.68e-16,1.262909,-2.673e-16,92.31,
1606,J1654-3710,0.939165,7.35e-16,1.064775,-8.330e-16,302.00,
1607,J1654-4140,1.273945,1.30e-16,0.784963,-8.010e-17,307.00,
1608,J1654-4245,1.101555,5.12e-14,0.907808,-4.215e-14,950.00,
1609,J1655-3048,0.542936,3.66e-17,1.841838,-1.242e-16,154.50,
1610,J1655-3844,1.193439,2.00e-15,0.837914,-1.404e-15,365.00,
1611,J1655-401,0.276689,,3.614166,,439.00,
1612,J1655-404,2.927288,,0.341613,,88.20,
1613,J1656+00,1.497850,,0.667624,,46.90,
1614,J1656+6203,0.776155,8.44e-16,1.288402,-1.401e-15,35.26,
1615,J1656-3621,0.730134,1.29e-15,1.369611,-2.412e-15,228.08,
1616,J1657+3304,1.570276,1.73e-15,0.636831,-7.032e-16,23.97,
1617,J1657-0406A,0.004730,,211.416490,,43.90,
1618,J1657-0406B,0.007350,,136.054422,,43.35,
1619,J1657-4432,0.609613,8.33e-15,1.640386,-2.241e-14,375.38,
1620,J1657-46,0.892310,,1.120686,,682.00,
1621,J1658+3630,0.033028,1.16e-19,30.277357,-1.061e-16,3.04,
1622,J1658-2823,3.359700,,0.297646,,85.50,
1623,J1658-4306,1.166449,4.28e-14,0.857303,-3.145e-14,845.00,
1624,J1658-47,0.369365,,2.707350,,533.00,
1625,J1658-4958,0.416876,3.85e-15,2.398794,-2.217e-14,192.41,
1626,J1658-5324,0.002439,1.12e-20,409.954363,-1.875e-15,30.83,
1627,J1659-1305,0.640958,6.18e-16,1.560164,-1.504e-15,60.37,
1628,J1659-4316,0.474381,1.71e-16,2.108008,-7.599e-16,641.00,
1629,J1659-4439,0.353293,2.75e-17,2.830511,-2.201e-16,536.32,
1630,J1659-54,0.544573,,1.836300,,134.00,
1631,J1700-0954,0.817312,7.52e-16,1.223524,-1.126e-15,64.10,
1632,J1700-3312,1.358311,4.71e-15,0.736209,-2.554e-15,166.66,
1633,J1700-3611,1.494091,4.32e-15,0.669303,-1.937e-15,232.70,
1634,J1700-39,3.746460,,0.266919,,509.00,
1635,J1700-3919,0.560504,5.03e-18,1.784110,-1.600e-17,354.30,
1636,J1700-4012,0.283792,9.91e-17,3.523709,-1.230e-15,385.00,
1637,J1700-4422,0.755535,4.00e-17,1.323565,-7.007e-17,404.90,
1638,J1700-4939,0.578363,1.08e-15,1.729017,-3.223e-15,278.00,
1639,J1701-3006A,0.005242,-1.32e-19,190.782671,4.794e-15,114.97,
1640,J1701-3006B,0.003594,-3.50e-19,278.252964,2.707e-14,113.46,
1641,J1701-3006C,0.007613,-6.33e-20,131.356873,1.093e-15,114.56,
1642,J1701-3006D,0.003418,1.36e-19,292.588403,-1.161e-14,114.22,
1643,J1701-3006E,0.003234,3.07e-19,309.239710,-2.940e-14,113.79,
1644,J1701-3006F,0.002295,2.21e-19,435.781667,-4.193e-14,113.29,
1645,J1701-3006G,0.004608,-1.15e-19,217.009055,5.395e-15,113.68,
1646,J1701-3006H,0.003705,3.79e-20,269.922985,-2.760e-15,114.70,
1647,J1701-3006I,0.003296,-3.37e-19,303.433349,3.105e-14,113.35,
1648,J1701-3130,0.291341,5.60e-17,3.432398,-6.593e-16,130.73,
1649,J1701-3726,2.454618,1.11e-14,0.407395,-1.846e-15,303.40,
1650,J1701-4533,0.322909,5.19e-16,3.096847,-4.975e-15,526.86,
1651,J1701-4958,0.804304,1.10e-16,1.243311,-1.700e-16,230.00,
1652,J1702-3932,0.390328,3.78e-16,2.561948,-2.481e-15,530.00,
1653,J1702-4128,0.182136,5.23e-14,5.490409,-1.578e-12,365.75,
1654,J1702-4145,0.345805,,2.891803,,945.00,
1655,J1702-4217,0.227565,1.14e-17,4.394350,-2.200e-16,629.00,
1656,J1702-4306,0.215508,9.78e-15,4.640189,-2.106e-13,538.40,
1657,J1702-4310,0.240524,2.24e-13,4.157592,-3.868e-12,377.60,
1658,J1702-4428,2.123506,3.30e-15,0.470919,-7.318e-16,395.00,
1659,J1703-18,1.270240,,0.787253,,46.00,
1660,J1703-1846,0.804343,1.73e-15,1.243251,-2.676e-15,49.63,
1661,J1703-3241,1.211785,6.60e-16,0.825229,-4.493e-16,110.31,
1662,J1703-38,6.443000,,0.155207,,375.00,
1663,J1703-4442,1.747293,1.43e-14,0.572314,-4.684e-15,280.20,
1664,J1703-4851,1.396405,5.07e-15,0.716125,-2.602e-15,149.65,
1665,J1704-3549,2.270547,,0.440423,,291.60,
1666,J1704-3756,0.305234,1.13e-14,3.276170,-1.211e-13,405.70,
1667,J1704-5236,0.230709,5.06e-17,4.334474,-9.514e-16,163.76,
1668,J1704-6016,0.306323,9.10e-16,3.264528,-9.698e-15,54.00,
1669,J1705-04,0.237480,,4.210881,,42.95,
1670,J1705-1903,0.002480,,403.190040,,57.50,
1671,J1705-1906,0.298991,4.14e-15,3.344580,-4.629e-14,22.91,
1672,J1705-3423,0.255427,1.08e-15,3.915016,-1.649e-14,146.15,
1673,J1705-3936,0.854482,1.93e-14,1.170300,-2.639e-14,598.00,
1674,J1705-3950,0.318979,6.08e-14,3.134999,-5.973e-13,207.25,
1675,J1705-4108,0.861067,3.47e-14,1.161349,-4.681e-14,1077.00,
1676,J1705-4331,0.222561,7.23e-17,4.493147,-1.460e-15,185.22,
1677,J1705-6135,0.808546,6.00e-17,1.236788,-9.178e-17,95.00,
1678,J1706+59,1.476690,,0.677190,,30.80,
1679,J1706-3839,0.586287,3.00e-15,1.705648,-8.728e-15,626.00,
1680,J1706-4020,0.180632,,5.536118,,598.00,
1681,J1706-4310,0.616979,6.51e-15,1.620801,-1.709e-14,656.10,
1682,J1706-4434,0.429922,2.58e-15,2.326001,-1.395e-14,467.00,
1683,J1706-6118,0.361921,2.92e-16,2.763031,-2.230e-15,76.13,
1684,J1707+35,0.159800,,6.257822,,19.24,
1685,J1707-4053,0.581018,1.92e-15,1.721118,-5.688e-15,351.78,
1686,J1707-4341,0.890598,5.69e-15,1.122841,-7.178e-15,398.39,
1687,J1707-4417,5.763777,1.16e-14,0.173497,-3.507e-16,380.00,
1688,J1707-4729,0.266475,1.56e-15,3.752701,-2.192e-14,268.39,
1689,J1708+02,0.410772,,2.434441,,29.00,
1690,J1708-3426,0.692116,4.21e-15,1.444845,-8.783e-15,188.70,
1691,J1708-3506,0.004505,1.14e-20,221.967751,-5.627e-16,146.76,
1692,J1708-3641,0.587567,1.35e-16,1.701934,-3.907e-16,316.00,
1693,J1708-38,0.669836,,1.492903,,526.00,
1694,J1708-3827,1.225782,8.60e-15,0.815806,-5.724e-15,788.00,
1695,J1708-4008,11.006262,1.96e-11,0.090857,-1.618e-13,,
1696,J1708-4522,1.297837,2.61e-15,0.770513,-1.551e-15,454.00,
1697,J1708-4843,0.016657,,60.033861,,28.70,
1698,J1708-52,0.449620,,2.224100,,102.60,
1699,J1708-7539,1.191024,1.88e-15,0.839614,-1.325e-15,37.00,
1700,J1709+2313,0.004631,3.63e-21,215.926931,-1.692e-16,25.35,
1701,J1709-0333,0.003524,1.88e-21,283.767477,-1.510e-16,35.79,
1702,J1709-1640,0.653061,6.31e-15,1.531251,-1.480e-14,24.89,
1703,J1709-3626,0.447859,2.27e-15,2.232847,-1.130e-14,394.00,
1704,J1709-3841,0.586986,7.86e-15,1.703618,-2.280e-14,356.00,
1705,J1709-43,,,,,228.00,
1706,J1709-4342,1.735898,8.00e-16,0.576071,-2.655e-16,281.00,
1707,J1709-4401,0.865238,7.38e-15,1.155751,-9.859e-15,226.03,
1708,J1709-4429,0.102533,9.31e-14,9.752936,-8.852e-12,75.58,
1709,J1710+4923,0.003220,1.82e-20,310.536979,-1.756e-15,7.08,
1710,J1710-2616,0.954158,2.00e-17,1.048044,-2.197e-17,110.00,
1711,J1710-37,0.792659,,1.261576,,346.00,
1712,J1710-3946,0.977337,,1.023189,,1198.00,
1713,J1710-4148,0.286561,1.02e-16,3.489656,-1.242e-15,461.00,
1714,J1711-1509,0.868805,1.10e-15,1.151006,-1.461e-15,59.82,
1715,J1711-3826,0.465365,7.41e-15,2.148853,-3.423e-14,376.00,
1716,J1711-4322,0.102618,2.67e-17,9.744852,-2.532e-15,191.50,
1717,J1711-5350,0.899233,1.55e-14,1.112059,-1.921e-14,106.10,
1718,J1712-2715,0.255360,1.28e-15,3.916045,-1.962e-14,91.78,
1719,J1712-391,0.778149,,1.285101,,525.00,
1720,J1712-392,0.092528,,10.807574,,713.00,
1721,J1713+0747,0.004570,8.53e-21,218.811840,-4.084e-16,15.99,
1722,J1713+7810,0.432526,1.14e-16,2.312000,-6.094e-16,36.98,
1723,J1713-3844,1.600114,1.77e-13,0.624955,-6.929e-14,544.00,
1724,J1713-3949,0.392451,,2.548086,,342.00,
1725,J1714-1054,2.088836,1.77e-16,0.478735,-4.050e-17,51.50,
1726,J1714-3810,3.824936,5.88e-11,0.261442,-4.019e-12,,
1727,J1714-3830,0.084140,,11.884954,,,
1728,J1715+46,0.548100,,1.824485,,19.82,
1729,J1715-3247,1.260214,9.20e-17,0.793516,-5.793e-17,164.00,
1730,J1715-3700,0.779628,1.46e-16,1.282663,-2.400e-16,449.00,
1731,J1715-3859,0.928108,4.40e-15,1.077461,-5.105e-15,806.20,
1732,J1715-3903,0.278494,3.74e-14,3.590742,-4.828e-13,314.00,
1733,J1715-4034,2.072155,3.03e-15,0.482589,-7.063e-16,254.00,
1734,J1715-4254,0.573745,8.76e-16,1.742933,-2.660e-15,407.00,
1735,J1716+34,0.002110,,473.933649,,,
1736,J1716-3720,0.630314,1.80e-14,1.586512,-4.523e-14,682.70,
1737,J1716-3811,0.829120,,1.206098,,1219.00,
1738,J1716-4005,0.311813,2.87e-15,3.207053,-2.952e-14,435.00,
1739,J1716-4111,1.036067,2.88e-15,0.965188,-2.685e-15,245.80,
1740,J1716-4711,0.555825,8.33e-16,1.799129,-2.697e-15,287.01,
1741,J1717+03,3.901000,,0.256345,,25.60,
1742,J1717+4308A,0.003160,6.12e-20,316.483687,-6.128e-15,35.42,
1743,J1717-3425,0.656299,9.80e-15,1.523695,-2.276e-14,583.46,
1744,J1717-3737,0.682419,5.29e-15,1.465376,-1.137e-14,522.70,
1745,J1717-3847,1.149499,8.20e-16,0.869944,-6.206e-16,707.00,
1746,J1717-3953,1.085521,3.30e-17,0.921217,-2.800e-17,466.00,
1747,J1717-4043,0.397857,1.22e-14,2.513463,-7.726e-14,452.60,
1748,J1717-40435,0.349929,1.75e-15,2.857727,-1.429e-14,539.00,
1749,J1717-4054,0.887719,3.70e-15,1.126482,-4.699e-15,306.90,
1750,J1717-41,0.546233,,1.830721,,356.00,
1751,J1717-5800,0.321793,1.92e-16,3.107583,-1.853e-15,125.31,
1752,J1718-3714,1.289379,2.62e-14,0.775567,-1.577e-14,833.00,
1753,J1718-3718,3.378574,1.61e-12,0.295983,-1.414e-13,371.10,
1754,J1718-3825,0.074675,1.32e-14,13.391417,-2.363e-12,247.46,
1755,J1718-41,0.548419,,1.823423,,354.00,
1756,J1718-4539,0.590473,7.51e-15,1.693558,-2.153e-14,254.00,
1757,J1719-1438,0.005790,8.04e-21,172.707045,-2.399e-16,36.78,
1758,J1719-2330,0.453993,2.19e-15,2.202679,-1.061e-14,101.00,
1759,J1719-3458,0.493775,1.49e-17,2.025215,-6.111e-17,530.00,
1760,J1719-36,0.757151,,1.320740,,624.00,
1761,J1719-4006,0.189094,1.67e-15,5.288361,-4.664e-14,386.12,
1762,J1719-4302,0.235475,3.92e-16,4.246727,-7.071e-15,298.06,
1763,J1720+00,3.357000,,0.297885,,46.20,
1764,J1720+2150,1.615664,7.40e-16,0.618941,-2.835e-16,40.72,
1765,J1720-0212,0.477715,8.28e-17,2.093296,-3.628e-16,66.98,
1766,J1720-0533,0.003268,8.17e-21,306.030167,-7.654e-16,36.83,
1767,J1720-1633,1.565606,5.80e-15,0.638730,-2.365e-15,45.06,
1768,J1720-2446,0.874265,5.93e-16,1.143819,-7.758e-16,104.30,
1769,J1720-2933,0.620449,7.46e-16,1.611736,-1.938e-15,42.74,
1770,J1720-36,0.092132,,10.853978,,341.00,
1771,J1720-3659,0.351125,3.27e-17,2.847992,-2.650e-16,378.97,
1772,J1721-0855,2.181327,3.14e-15,0.458437,-6.590e-16,46.90,
1773,J1721-1936,1.004037,1.62e-15,0.995979,-1.611e-15,75.70,
1774,J1721-1939,0.404040,1.28e-16,2.475004,-7.859e-16,103.00,
1775,J1721-2457,0.003497,5.54e-21,285.989344,-4.533e-16,48.23,
1776,J1721-3532,0.280424,2.52e-14,3.566030,-3.203e-13,496.82,
1777,J1722+35,0.821600,,1.217137,,23.83,
1778,J1722-3207,0.477158,6.45e-16,2.095742,-2.834e-15,126.09,
1779,J1722-3632,0.399187,4.47e-15,2.505095,-2.803e-14,415.79,
1780,J1722-3712,0.236180,1.09e-14,4.234063,-1.947e-13,99.44,
1781,J1722-4400,0.218554,3.74e-16,4.575526,-7.826e-15,219.30,
1782,J1723-2837,0.001856,7.54e-21,538.870683,-2.190e-15,19.69,
1783,J1723-2852,0.625034,9.00e-16,1.599913,-2.304e-15,172.00,
1784,J1723-3659,0.202725,8.03e-15,4.932793,-1.954e-13,254.58,
1785,J1723-38,0.765796,,1.305831,,472.00,
1786,J1723-380,0.150924,,6.625831,,266.00,
1787,J1723-40,1.982265,,0.504473,,347.00,
1788,J1724-3149,0.948237,7.25e-15,1.054589,-8.060e-15,400.80,
1789,J1724-35,1.421990,,0.703240,,555.00,
1790,J1724-3505,1.221708,2.11e-14,0.818526,-1.414e-14,875.00,
1791,J1724-4500,1.309109,3.51e-15,0.763878,-2.050e-15,182.00,
1792,J1725-0732,0.239919,4.30e-16,4.168065,-7.463e-15,58.72,
1793,J1725-2852,1.257788,1.99e-15,0.795047,-1.260e-15,161.00,
1794,J1725-3546,1.032471,1.50e-14,0.968550,-1.407e-14,738.30,
1795,J1725-38,0.392641,,2.546854,,306.30,
