
index,JNAME,P0,P1,F0,F1,DM,
2309,J1817-2311,0.625470,,1.598798,,240.00,
2310,J1817-3618,0.387019,2.02e-15,2.583850,-1.351e-14,94.20,
2311,J1817-3837,0.384487,5.78e-16,2.600866,-3.907e-15,102.73,
2312,J1818-0051_P,2.206690,,0.453167,,66.80,
2313,J1818-0151,0.837535,9.11e-15,1.193980,-1.298e-14,209.00,
2314,J1818-1116,0.544800,3.82e-15,1.835538,-1.289e-14,422.00,
2315,J1818-1422,0.291489,2.04e-15,3.430656,-2.396e-14,619.65,
2316,J1818-1448,0.281371,6.15e-15,3.554023,-7.768e-14,644.00,
2317,J1818-1502,0.572549,,1.746575,,435.00,
2318,J1818-1519,0.939690,4.11e-15,1.064181,-4.650e-15,845.00,
2319,J1818-1541,0.551134,9.67e-15,1.814442,-3.185e-14,690.00,
2320,J1818-1556,0.952709,7.06e-16,1.049639,-7.780e-16,230.00,
2321,J1818-1607,1.363492,4.18e-11,0.733411,-2.250e-11,699.20,
2322,J1819+0322,0.799166,1.27e-16,1.251305,-1.990e-16,98.67,
2323,J1819+1305,1.060364,3.61e-16,0.943073,-3.208e-16,64.81,
2324,J1819-0040_P,0.160070,,6.247267,,57.90,
2325,J1819-0050_P,0.006600,,151.515152,,103.30,
2326,J1819-0925,0.852049,3.17e-15,1.173641,-4.363e-15,379.62,
2327,J1819-1008,0.301490,1.32e-15,3.316861,-1.453e-14,404.00,
2328,J1819-1114,0.294163,5.64e-16,3.399479,-6.518e-15,309.70,
2329,J1819-1131,1.388137,7.61e-16,0.720390,-3.950e-16,578.00,
2330,J1819-1318,1.515696,5.97e-16,0.659763,-2.600e-16,35.10,
2331,J1819-1408,1.788490,2.59e-15,0.559131,-8.100e-16,1075.00,
2332,J1819-1458,4.263213,5.63e-13,0.234565,-3.096e-14,196.00,
2333,J1819-1510,0.226539,7.85e-18,4.414251,-1.530e-16,418.14,
2334,J1819-17,2.352135,,0.425146,,67.00,
2335,J1819-1717,0.393522,3.45e-15,2.541156,-2.231e-14,405.00,
2336,J1819-37,0.632000,,1.582278,,68.20,
2337,J1820+0006_P,2.404950,,0.415809,,187.90,
2338,J1820+0058_P,0.033620,,29.744200,,86.10,
2339,J1820-0427,0.598083,6.33e-15,1.672009,-1.768e-14,84.47,
2340,J1820-0509,0.337321,9.32e-16,2.964537,-8.193e-15,102.11,
2341,J1820-1346,0.921460,4.50e-15,1.085235,-5.294e-15,771.00,
2342,J1820-1529,0.333254,3.79e-14,3.000717,-3.413e-13,768.50,
2343,J1820-1818,0.309905,9.36e-17,3.226799,-9.747e-16,436.38,
2344,J1820-19,0.004491,,222.677347,,142.00,
2345,J1820-20,0.002700,,370.397553,,274.00,
2346,J1821+0007_P,0.004220,,236.966825,,55.20,
2347,J1821+0017_P,0.007560,,132.275132,,192.00,
2348,J1821+0044_P,0.002710,,369.003690,,126.90,
2349,J1821+0155,0.033781,2.90e-20,29.602148,-2.541e-17,51.75,
2350,J1821+1715,1.366682,8.71e-16,0.731699,-4.665e-16,60.28,
2351,J1821+4147,1.261857,1.73e-15,0.792483,-1.086e-15,40.67,
2352,J1821-0013_P,2.217590,,0.450940,,112.10,
2353,J1821-0031_P,4.440880,,0.225181,,111.10,
2354,J1821-0256,0.414111,3.72e-17,2.414811,-2.170e-16,84.00,
2355,J1821-0331,0.902316,2.53e-15,1.108260,-3.107e-15,171.50,
2356,J1821-1419,1.656010,8.95e-13,0.603861,-3.262e-13,1123.00,
2357,J1821-1432,1.915131,5.37e-15,0.522158,-1.465e-15,570.00,
2358,J1822+0044_P,0.998890,,1.001111,,54.00,
2359,J1822+02,1.508000,,0.663130,,103.80,
2360,J1822+0207_P,0.009900,,101.010101,,145.30,
2361,J1822+0705,1.362817,1.75e-15,0.733774,-9.408e-16,62.20,
2362,J1822+1120,1.787037,2.35e-15,0.559586,-7.346e-16,95.20,
2363,J1822+2617,0.591418,7.98e-16,1.690853,-2.282e-15,64.70,
2364,J1822-0719,0.499076,1.90e-17,2.003705,-7.628e-17,199.00,
2365,J1822-0848,0.834839,1.35e-16,1.197835,-1.937e-16,186.30,
2366,J1822-0902,0.148895,1.78e-14,6.716164,-8.020e-13,448.10,
2367,J1822-0907,0.974700,3.55e-16,1.025956,-3.740e-16,467.00,
2368,J1822-1252,2.071040,8.48e-14,0.482849,-1.976e-14,925.00,
2369,J1822-1400,0.214771,9.07e-16,4.656120,-1.966e-14,649.27,
2370,J1822-1604,8.437721,2.14e-14,0.118515,-3.000e-16,,
2371,J1822-1617,0.831156,1.89e-15,1.203144,-2.729e-15,647.00,
2372,J1822-2256,1.874269,1.35e-15,0.533541,-3.856e-16,121.20,
2373,J1822-4209,0.456512,4.56e-16,2.190521,-2.190e-15,72.51,
2374,J1823+0048_P,0.917950,,1.089384,,71.70,
2375,J1823+0550,0.752907,2.27e-16,1.328186,-4.000e-16,66.78,
2376,J1823-0154,0.759778,1.13e-15,1.316173,-1.960e-15,135.79,
2377,J1823-11,0.286184,,3.494251,,725.00,
2378,J1823-1115,0.279829,1.38e-15,3.573615,-1.761e-14,428.59,
2379,J1823-1126,1.846534,3.65e-14,0.541555,-1.071e-14,607.00,
2380,J1823-1347,0.617107,9.60e-15,1.620464,-2.521e-14,1044.00,
2381,J1823-1526,1.625405,4.52e-15,0.615231,-1.709e-15,611.00,
2382,J1823-1807,1.636792,2.79e-16,0.610951,-1.040e-16,330.00,
2383,J1823-3021A,0.005440,3.38e-18,183.823389,-1.140e-13,86.88,
2384,J1823-3021B,0.378596,2.99e-17,2.641335,-2.086e-16,87.01,
2385,J1823-3021C,0.405936,2.24e-16,2.463443,-1.359e-15,86.90,
2386,J1823-3021D,0.003020,,331.119221,,86.80,
2387,J1823-3021E,0.004394,,227.583068,,91.40,
2388,J1823-3021F,0.004850,,206.185567,,86.70,
2389,J1823-3021G,0.006091,-1.78e-20,164.168746,4.800e-16,86.21,
2390,J1823-3021H,0.005130,,194.931774,,86.85,
2391,J1823-3106,0.284057,2.93e-15,3.520424,-3.628e-14,50.29,
2392,J1823-3543,0.002373,2.12e-20,421.352599,-3.760e-15,81.69,
2393,J1824+1014,0.004066,5.37e-21,245.947030,-3.250e-16,59.88,
2394,J1824-0117_P,1.374450,,0.727564,,200.30,
2395,J1824-0127,2.499470,3.91e-15,0.400085,-6.253e-16,63.00,
2396,J1824-0132,0.223729,2.82e-17,4.469703,-5.634e-16,79.00,
2397,J1824-0621,0.003233,9.14e-21,309.308685,-8.749e-16,131.03,
2398,J1824-1118,0.435759,3.55e-15,2.294846,-1.872e-14,601.31,
2399,J1824-1159,0.362492,5.38e-15,2.758681,-4.094e-14,462.96,
2400,J1824-1350,1.396599,6.07e-16,0.716025,-3.112e-16,551.00,
2401,J1824-1423,0.359394,3.92e-16,2.782460,-3.037e-15,427.63,
2402,J1824-1500,0.412230,7.58e-16,2.425830,-4.460e-15,571.00,
2403,J1824-1945,0.189337,5.24e-15,5.281576,-1.460e-13,224.26,
2404,J1824-2233,1.161743,3.01e-16,0.860775,-2.228e-16,156.50,
2405,J1824-2328,1.505875,1.74e-15,0.664066,-7.672e-16,195.40,
2406,J1824-2452A,0.003054,1.62e-18,327.405573,-1.735e-13,119.91,
2407,J1824-2452B,0.006547,,152.741714,,119.50,
2408,J1824-2452C,0.004159,,240.442414,,120.70,
2409,J1824-2452D,0.079832,,12.526305,,119.50,
2410,J1824-2452E,0.005420,,184.501845,,119.80,
2411,J1824-2452F,0.002451,,407.996736,,123.80,
2412,J1824-2452G,0.005909,,169.233373,,119.40,
2413,J1824-2452H,0.004629,,216.029380,,121.50,
2414,J1824-2452I,0.003932,0.00e+00,254.333031,-0.000e+00,119.00,
2415,J1824-2452J,0.004039,,247.586036,,119.20,
2416,J1824-2452K,0.004461,,224.164985,,119.80,
2417,J1824-2452L,0.004100,,243.902439,,119.00,
2418,J1824-2452M,0.004784,1.23e-19,209.017679,-5.366e-15,119.35,
2419,J1824-2452N,0.003353,1.59e-19,298.251729,-1.416e-14,119.32,
2420,J1824-2537,0.223320,4.40e-16,4.477874,-8.826e-15,158.50,
2421,J1825+0004,0.778950,8.76e-16,1.283779,-1.444e-15,56.62,
2422,J1825+0057_P,0.006020,,166.112957,,128.90,
2423,J1825-0208_P,3.307350,,0.302357,,192.90,
2424,J1825-0254_P,0.096720,,10.339123,,146.50,
2425,J1825-0319,0.004554,6.80e-21,219.609941,-3.280e-16,119.56,
2426,J1825-0935,0.769021,5.24e-14,1.300355,-8.853e-14,19.38,
2427,J1825-1108,1.925872,1.90e-15,0.519245,-5.123e-16,121.00,
2428,J1825-1446,0.279206,2.27e-14,3.581581,-2.907e-13,352.23,
2429,J1825-31,2.382000,,0.419815,,93.30,
2430,J1825-33,1.271200,,0.786658,,43.00,
2431,J1826-0049,0.004591,,217.824873,,42.67,
2432,J1826-0132_P,0.363250,,2.752925,,103.80,
2433,J1826-1131,2.093141,4.91e-15,0.477751,-1.121e-15,319.40,
2434,J1826-1256,0.110239,1.21e-13,9.071229,-9.952e-12,,
2435,J1826-1334,0.101487,7.53e-14,9.853499,-7.306e-12,231.73,
2436,J1826-1419,0.770620,8.78e-15,1.297656,-1.479e-14,160.00,
2437,J1826-1526,0.382073,1.08e-15,2.617302,-7.430e-15,530.00,
2438,J1826-2415,0.004696,1.74e-20,212.958203,-7.873e-16,81.86,
2439,J1827-0125_P,0.337960,,2.958930,,98.00,
2440,J1827-0216_P,0.285480,,3.502872,,186.60,
2441,J1827-0750,0.270503,1.54e-15,3.696818,-2.111e-14,374.99,
2442,J1827-0849,0.002242,1.10e-20,445.936892,-2.179e-15,,
2443,J1827-0934,0.512548,7.23e-15,1.951037,-2.751e-14,259.20,
2444,J1827-0958,0.245757,1.00e-15,4.069058,-1.660e-14,430.00,
2445,J1827-1446,0.499187,4.53e-14,2.003259,-1.819e-13,,
2446,J1828+0020_P,0.002940,,340.136054,,40.40,
2447,J1828+0157_P,1.903970,,0.525218,,32.10,
2448,J1828+0218_P,0.002970,,336.700337,,140.80,
2449,J1828+0625,0.003628,4.69e-21,275.667196,-3.563e-16,22.42,
2450,J1828+1221,1.528295,1.75e-15,0.654324,-7.474e-16,69.10,
2451,J1828+1359,0.741640,7.29e-16,1.348364,-1.325e-15,56.00,
2452,J1828-0003,3.807116,,0.262666,,193.00,
2453,J1828-0038_P,2.426000,,0.412201,,70.00,
2454,J1828-0611,0.269416,1.46e-15,3.711737,-2.009e-14,363.35,
2455,J1828-1007,0.153197,6.13e-16,6.527544,-2.614e-14,302.60,
2456,J1828-1057,0.246333,2.07e-14,4.059541,-3.411e-13,249.00,
2457,J1828-1101,0.072062,1.48e-14,13.876998,-2.850e-12,605.40,
2458,J1828-1336,0.860332,9.92e-16,1.162342,-1.340e-15,494.70,
2459,J1828-2119,0.514523,1.27e-15,1.943547,-4.785e-15,268.00,
2460,J1829+0000,0.199147,5.25e-16,5.021406,-1.323e-14,116.80,
2461,J1829+2456,0.041010,5.25e-20,24.384401,-3.122e-17,13.70,
2462,J1829+25,2.857000,,0.350018,,74.00,
2463,J1829-0116_P,1.653200,,0.604887,,189.90,
2464,J1829-0235_P,0.007430,,134.589502,,103.30,
2465,J1829-0734,0.318404,4.80e-15,3.140664,-4.732e-14,317.64,
2466,J1829-1011,0.829166,-5.00e-18,1.206031,7.273e-18,610.00,
2467,J1829-1751,0.307138,5.55e-15,3.255870,-5.885e-14,216.83,
2468,J1830-0052,0.345698,2.37e-16,2.892698,-1.980e-15,220.40,
2469,J1830-0106_P,0.001760,,568.181818,,149.40,
2470,J1830-0131,0.457539,6.28e-15,2.185605,-3.000e-14,97.77,
2471,J1830-0156_P,0.007520,,132.978723,,242.30,
2472,J1830-0206_P,1.055340,,0.947562,,221.90,
2473,J1830-0231_P,,,,,150.70,
2474,J1830-09,0.695490,,1.437835,,309.00,
2475,J1830-10,0.245260,,4.077306,,203.00,
2476,J1830-1059,0.405094,5.99e-14,2.468563,-3.652e-13,159.70,
2477,J1830-1135,6.221553,4.77e-14,0.160732,-1.234e-15,257.00,
2478,J1830-1313,0.747188,1.71e-15,1.338352,-3.070e-15,537.00,
2479,J1830-14,0.399848,,2.500948,,297.00,
2480,J1830-1414,0.771493,7.62e-17,1.296189,-1.280e-16,393.60,
2481,J1831+0101_P,0.182280,,5.486065,,173.00,
2482,J1831+0204_P,0.002080,,480.769231,,115.20,
2483,J1831+0222_P,2.315140,,0.431939,,160.00,
2484,J1831+0304_P,0.837120,,1.194572,,158.90,
2485,J1831-04,1.065578,,0.938458,,216.00,
2486,J1831-0823,0.612133,3.14e-16,1.633631,-8.370e-16,246.27,
2487,J1831-0941,0.300872,8.56e-14,3.323676,-9.457e-13,370.10,
2488,J1831-0952,0.067267,8.32e-15,14.866165,-1.840e-12,247.00,
2489,J1831-1223,2.857941,5.47e-15,0.349902,-6.700e-16,342.00,
2490,J1831-1329,2.165679,2.99e-15,0.461749,-6.370e-16,338.00,
2491,J1831-1423,0.507945,1.09e-15,1.968716,-4.243e-15,352.00,
2492,J1832+0029,0.533918,1.55e-15,1.872948,-5.446e-15,32.70,
2493,J1832+0113_P,0.006340,,157.728707,,81.80,
2494,J1832+0204_P,1.212790,,0.824545,,226.40,
2495,J1832+27,0.631800,,1.582779,,48.00,
2496,J1832-0644,0.744321,3.70e-14,1.343507,-6.683e-14,573.04,
2497,J1832-0827,0.647326,6.39e-14,1.544818,-1.525e-13,301.19,
2498,J1832-0836,0.002719,8.27e-21,367.767121,-1.119e-15,28.19,
2499,J1832-1021,0.330354,4.20e-15,3.027055,-3.850e-14,474.14,
2500,J1832-28,0.199300,,5.017561,,127.00,
2501,J1833+0050_P,0.903700,,1.106562,,190.90,
2502,J1833-0046_P,0.002950,,338.983051,,81.40,
2503,J1833-0204_P,0.004430,,225.733634,,312.10,
2504,J1833-0209,0.291931,2.75e-15,3.425471,-3.232e-14,325.40,
2505,J1833-0338,0.686739,4.16e-14,1.456157,-8.813e-14,234.37,
2506,J1833-05,0.744883,,1.342493,,380.00,
2507,J1833-0556,1.521545,1.27e-15,0.657227,-5.500e-16,461.00,
2508,J1833-0559,0.483459,1.23e-14,2.068428,-5.283e-14,346.70,
2509,J1833-0827,0.085291,9.18e-15,11.724522,-1.262e-12,409.75,
2510,J1833-0831,7.565408,3.43e-12,0.132181,-6.000e-14,,
2511,J1833-1034,0.061884,2.02e-13,16.159357,-5.275e-11,169.50,
2512,J1833-1055,0.633640,5.27e-16,1.578182,-1.312e-15,543.00,
2513,J1833-3840,0.001866,1.78e-20,535.886377,-5.103e-15,78.66,
2514,J1833-6023,1.889436,2.70e-16,0.529259,-7.563e-17,35.00,
2515,J1834+0143_P,0.004640,,215.517241,,201.80,
2516,J1834+0148_P,0.161980,,6.173602,,179.40,
2517,J1834+0248_P,0.375560,,2.662690,,86.50,
2518,J1834+10,1.172719,,0.852719,,78.48,
2519,J1834-0010,0.520954,1.05e-17,1.919554,-3.880e-17,88.65,
2520,J1834-0031,0.329532,4.49e-16,3.034607,-4.131e-15,155.10,
2521,J1834-0426,0.290108,7.19e-17,3.446989,-8.549e-16,79.31,
2522,J1834-0602,0.487914,1.83e-15,2.049543,-7.680e-15,445.00,
2523,J1834-0633,0.317315,6.04e-16,3.151444,-6.000e-15,707.00,
2524,J1834-0731,0.512995,5.82e-14,1.949336,-2.212e-13,288.30,
2525,J1834-0742,0.788374,3.24e-14,1.268434,-5.221e-14,536.70,
2526,J1834-0812,0.491142,9.96e-15,2.036073,-4.129e-14,1020.00,
2527,J1834-0845,2.482302,7.96e-12,0.402852,-1.292e-12,,
2528,J1834-09,0.512327,,1.951877,,529.00,
2529,J1834-1202,0.610259,7.05e-18,1.638649,-1.893e-17,342.90,
2530,J1834-1710,0.358306,4.69e-17,2.790910,-3.653e-16,123.80,
2531,J1834-1855,1.465656,1.93e-15,0.682288,-8.990e-16,185.20,
2532,J1835+0005_P,0.026540,,37.678975,,116.30,
2533,J1835+0114_P,2.199760,,0.454595,,229.70,
2534,J1835+0158_P,0.003320,,301.204819,,181.50,
2535,J1835+0301_P,2.298890,,0.434993,,212.30,
2536,J1835-0011_P,0.003230,,309.597523,,36.20,
2537,J1835-0113_P,0.599630,,1.667695,,316.70,
2538,J1835-0114,0.005116,7.00e-21,195.450398,-2.674e-16,98.25,
2539,J1835-0149_P,1.277610,,0.782711,,102.30,
2540,J1835-0349,0.841865,3.06e-15,1.187840,-4.315e-15,269.60,
2541,J1835-0522,1.087749,4.73e-16,0.919330,-4.000e-16,456.00,
2542,J1835-0600,2.221787,8.43e-15,0.450088,-1.708e-15,780.00,
2543,J1835-0643,0.305830,4.05e-14,3.269789,-4.325e-13,464.80,
2544,J1835-0847,0.846494,4.85e-16,1.181343,-6.769e-16,850.00,
2545,J1835-09,0.750462,,1.332513,,555.00,
2546,J1835-0924,0.859192,2.14e-14,1.163884,-2.898e-14,471.00,
2547,J1835-09242,0.235249,1.18e-17,4.250816,-2.139e-16,500.00,
2548,J1835-0928,0.621734,9.69e-16,1.608405,-2.507e-15,450.00,
2549,J1835-0944,0.145347,4.38e-15,6.880069,-2.076e-13,276.20,
2550,J1835-0946,0.379536,4.32e-17,2.634795,-3.000e-16,193.30,
2551,J1835-1020,0.302452,5.92e-15,3.306308,-6.473e-14,115.66,
2552,J1835-1106,0.165918,2.06e-14,6.027087,-7.479e-13,132.68,
2553,J1835-1548,0.670486,1.74e-15,1.491456,-3.870e-15,327.00,
2554,J1835-3259A,0.003889,,257.135510,,63.35,
2555,J1835-3259B,0.001830,4.34e-20,546.360586,-1.296e-14,63.51,
2556,J1836+0014_P,0.530460,,1.885156,,121.10,
2557,J1836+0015_P,0.629520,,1.588512,,219.80,
2558,J1836+0117_P,0.003810,,262.467192,,178.00,
2559,J1836+0352_P,0.449100,,2.226676,,185.10,
2560,J1836+0915,0.541178,1.46e-17,1.847822,-4.990e-17,36.37,
2561,J1836+51,0.692000,,1.445087,,44.40,
2562,J1836+5925,0.173264,1.50e-15,5.771545,-5.002e-14,,
2563,J1836-0011_P,0.939600,,1.064283,,237.50,
2564,J1836-0100_P,0.258520,,3.868173,,326.50,
2565,J1836-0150_P,0.005460,,183.150183,,199.40,
2566,J1836-0436,0.354238,1.66e-15,2.822961,-1.324e-14,231.45,
2567,J1836-0517,0.457245,1.30e-15,2.187011,-6.227e-15,564.00,
2568,J1836-1008,0.562721,1.18e-14,1.777078,-3.726e-14,315.94,
2569,J1836-11,0.496193,,2.015344,,326.00,
2570,J1836-1324,0.178756,1.04e-15,5.594207,-3.244e-14,157.33,
2571,J1836-2354A,0.003354,2.32e-21,298.121588,-2.060e-16,89.11,
2572,J1836-2354B,0.003232,-4.80e-22,309.379715,4.594e-17,93.30,
2573,J1837+0033,0.418131,2.27e-17,2.391594,-1.300e-16,187.40,
2574,J1837+0053,0.473513,3.77e-17,2.111877,-1.680e-16,124.00,
2575,J1837+0250_P,0.094660,,10.564124,,101.00,
2576,J1837+03,0.010700,,93.457944,,115.70,
2577,J1837+0420_P,1.009490,,0.990599,,181.40,
2578,J1837+0528_P,0.006260,,159.744409,,120.80,
2579,J1837+10,1.707000,,0.585823,,54.00,
2580,J1837+1221,1.963536,6.19e-15,0.509285,-1.606e-15,100.24,
2581,J1837-0045,0.617038,1.69e-15,1.620646,-4.429e-15,86.73,
2582,J1837-0048_P,0.002730,,366.300366,,195.50,
2583,J1837-0219,0.272349,2.19e-15,3.671755,-2.951e-14,306.33,
2584,J1837-0559,0.201065,3.31e-15,4.973520,-8.194e-14,317.98,
2585,J1837-0604,0.096313,4.49e-14,10.382835,-4.837e-12,460.00,
2586,J1837-0653,1.905809,7.72e-16,0.524711,-2.126e-16,315.41,
2587,J1837-0822,1.099196,1.21e-16,0.909756,-1.001e-16,506.00,
2588,J1837-10,1.016605,,0.983666,,493.00,
2589,J1837-1243,1.876019,3.65e-14,0.533044,-1.037e-14,300.00,
2590,J1837-1837,0.618361,5.52e-15,1.617177,-1.443e-14,100.96,
2591,J1838+0022_P,0.005090,,196.463654,,122.60,
2592,J1838+0024,0.005087,2.66e-20,196.574642,-1.030e-15,122.63,
2593,J1838+0027_P,0.054130,,18.474044,,205.90,
2594,J1838+0028_P,0.001870,,534.759358,,107.20,
2595,J1838+0044_P,2.203170,,0.453891,,229.60,
2596,J1838+0226_P,2.122580,,0.471125,,252.90,
2597,J1838+0228_P,0.653160,,1.531018,,148.10,
2598,J1838+1507_P,0.003820,,261.780105,,54.80,
2599,J1838+1523,0.549161,2.03e-17,1.820961,-6.724e-17,68.26,
2600,J1838+1650,1.901967,2.68e-15,0.525771,-7.400e-16,32.95,
2601,J1838+50,2.577223,,0.388014,,21.81,
2602,J1838-0014_P,0.360450,,2.774310,,282.80,
2603,J1838-01,0.183295,,5.455692,,320.40,
2604,J1838-0107,0.444426,5.46e-18,2.250095,-2.764e-17,268.90,
2605,J1838-0156_P,0.005510,,181.488203,,163.40,
2606,J1838-0453,0.380866,1.16e-13,2.625598,-8.019e-13,617.20,
2607,J1838-0537,0.145754,4.51e-13,6.860852,-2.122e-11,,
2608,J1838-0549,0.235311,3.34e-14,4.249688,-6.036e-13,276.60,
2609,J1838-0624,0.927178,7.74e-17,1.078542,-9.000e-17,424.00,
2610,J1838-0655,0.070498,4.92e-14,14.184750,-9.899e-12,,
2611,J1838-1046,1.218354,3.08e-15,0.820780,-2.075e-15,209.30,
2612,J1838-1849,0.488242,4.00e-17,2.048165,-1.678e-16,169.90,
2613,J1839+0050_P,0.633310,,1.579006,,179.30,
2614,J1839+0100_P,0.005370,,186.219739,,130.10,
2615,J1839+0221_P,0.272770,,3.666092,,117.30,
2616,J1839+0543,0.057928,,17.262823,,113.83,
2617,J1839-0141,0.933266,5.94e-15,1.071506,-6.824e-15,293.20,
2618,J1839-0223,1.266790,4.76e-15,0.789397,-2.968e-15,330.00,
2619,J1839-0321,0.238782,1.25e-14,4.187917,-2.196e-13,450.50,
2620,J1839-0332,2.675682,4.76e-15,0.373736,-6.649e-16,195.10,
2621,J1839-0402,0.520940,7.69e-15,1.919608,-2.835e-14,236.60,
2622,J1839-0436,0.149461,8.10e-16,6.690724,-3.624e-14,292.70,
2623,J1839-0459,0.585319,3.31e-15,1.708470,-9.655e-15,237.00,
2624,J1839-0627,0.484914,1.32e-16,2.062223,-5.600e-16,92.49,
2625,J1839-0643,0.449548,3.64e-15,2.224456,-1.800e-14,493.50,
2626,J1839-0905,0.418975,2.60e-14,2.386778,-1.482e-13,344.50,
2627,J1839-1238,1.911431,4.95e-15,0.523168,-1.354e-15,173.85,
2628,J1840+0012_P,0.005339,1.29e-20,187.301934,-4.520e-16,100.84,
2629,J1840+0151_P,1.750410,,0.571295,,73.60,
2630,J1840+0214,0.797478,8.29e-15,1.253953,-1.304e-14,182.40,
2631,J1840+0351_P,0.005160,,193.798450,,201.00,
2632,J1840+2843,0.686102,1.04e-17,1.457510,-2.200e-17,63.70,
2633,J1840+5640,1.652862,1.49e-15,0.605011,-5.472e-16,26.77,
2634,J1840-0049_P,0.006760,,147.928994,,245.90,
2635,J1840-0140_P,1.926820,,0.518990,,279.70,
2636,J1840-0144_P,1.101690,,0.907696,,277.90,
2637,J1840-0245_P,1.502000,,0.665779,,277.00,
2638,J1840-0445,0.422316,1.13e-14,2.367893,-6.325e-14,379.00,
2639,J1840-0559,0.859368,9.60e-15,1.163645,-1.300e-14,319.10,
2640,J1840-0626,1.893353,2.30e-14,0.528164,-6.424e-15,748.00,
2641,J1840-0643,0.035578,9.54e-20,28.107357,-7.540e-17,494.00,
2642,J1840-0753,0.437869,1.00e-16,2.283788,-5.216e-16,691.00,
2643,J1840-0809,0.955674,2.35e-15,1.046382,-2.573e-15,350.07,
2644,J1840-0815,1.096442,2.43e-15,0.912041,-2.018e-15,233.75,
2645,J1840-0840,5.309377,2.37e-14,0.188346,-8.400e-16,285.20,
2646,J1840-09,0.003089,,323.718820,,169.00,
2647,J1840-1122,0.940962,6.41e-15,1.062743,-7.238e-15,311.00,
2648,J1840-1207,0.754470,3.20e-15,1.325433,-5.617e-15,290.90,
2649,J1840-1419,6.597563,6.35e-15,0.151571,-1.460e-16,19.40,
2650,J1841+0112_P,0.178420,,5.604753,,152.60,
2651,J1841+0130,0.029773,8.17e-18,33.587732,-9.220e-15,125.88,
2652,J1841+0217_P,0.296720,,3.370181,,233.40,
2653,J1841+0235_P,0.258630,,3.866527,,193.60,
2654,J1841+0912,0.381320,1.09e-15,2.622467,-7.499e-15,49.16,
2655,J1841-0053_P,1.432890,,0.697890,,439.50,
2656,J1841-0123_P,0.003790,,263.852243,,308.20,
2657,J1841-0157,0.663332,1.81e-14,1.507540,-4.108e-14,475.21,
2658,J1841-0238_P,0.884040,,1.131171,,165.90,
2659,J1841-0258_P,0.596300,,1.677008,,355.70,
2660,J1841-0310,1.657656,3.35e-16,0.603261,-1.220e-16,216.00,
2661,J1841-0345,0.204106,5.79e-14,4.899413,-1.389e-12,196.64,
2662,J1841-04,,,,,29.00,
2663,J1841-0425,0.186149,6.39e-15,5.372045,-1.845e-13,325.49,
2664,J1841-0456,11.788978,4.09e-11,0.084825,-2.944e-13,,
2665,J1841-05,1.088510,,0.918687,,274.00,
2666,J1841-0500,0.912916,3.48e-14,1.095391,-4.173e-14,532.00,
2667,J1841-0524,0.445810,2.33e-13,2.243110,-1.174e-12,284.50,
2668,J1841-1404,1.334557,6.41e-16,0.749312,-3.600e-16,267.00,
2669,J1841-7845,0.353603,1.60e-16,2.828034,-1.280e-15,41.00,
2670,J1842+0114_P,4.140000,,0.241546,,307.00,
2671,J1842+0131_P,1.590270,,0.628824,,115.40,
2672,J1842+0257,3.088256,2.96e-14,0.323807,-3.103e-15,146.00,
2673,J1842+0357_P,0.672530,,1.486923,,194.10,
2674,J1842+0358,0.233326,8.11e-16,4.285845,-1.491e-14,109.90,
2675,J1842+0407_P,0.003940,,253.807107,,101.70,
2676,J1842+0638,0.313016,7.60e-17,3.194721,-7.760e-16,212.20,
2677,J1842+1332,0.471604,2.16e-16,2.120424,-9.710e-16,102.40,
2678,J1842-0138_P,0.002710,,369.003690,,209.90,
2679,J1842-0148_P,0.428940,,2.331328,,450.90,
2680,J1842-0153,1.054228,6.72e-15,0.948561,-6.048e-15,427.20,
2681,J1842-0309,0.404920,4.52e-15,2.469626,-2.756e-14,955.00,
2682,J1842-0359,1.839945,5.08e-16,0.543495,-1.501e-16,196.36,
2683,J1842-0415,0.526682,2.19e-14,1.898678,-7.908e-14,183.78,
2684,J1842-06,0.360777,,2.771798,,539.00,
2685,J1842-0612,0.564475,2.20e-17,1.771556,-6.900e-17,485.00,
2686,J1842-0800,1.255469,1.94e-16,0.796515,-1.231e-16,188.60,
2687,J1842-0905,0.344650,1.05e-14,2.901497,-8.818e-14,343.10,
2688,J1842-27,0.815269,,1.226589,,62.00,
2689,J1842-39,0.374000,,2.673797,,47.60,
2690,J1843+0119,1.266998,3.76e-15,0.789267,-2.341e-15,252.10,
2691,J1843+0333_P,0.823250,,1.214698,,294.40,
2692,J1843+0526_P,2.034970,,0.491408,,250.50,
2693,J1843+2024,3.406539,1.04e-15,0.293553,-8.962e-17,85.30,
2694,J1843-0000,0.880336,7.77e-15,1.135931,-1.003e-14,101.36,
2695,J1843-0038_P,0.585580,,1.707709,,607.50,
2696,J1843-0050,0.782598,2.49e-16,1.277794,-4.070e-16,507.00,
2697,J1843-0051_P,0.580000,,1.724138,,573.00,
2698,J1843-0128_P,2.164890,,0.461917,,450.80,
2699,J1843-0137,0.669872,2.47e-15,1.492822,-5.500e-15,486.00,
2700,J1843-0147_P,,,,,531.00,
2701,J1843-0157_P,0.508860,,1.965177,,751.00,
2702,J1843-0207_P,0.457310,,2.186700,,455.70,
